walk_edge_id,source_u,source_v,length_m,walking_type,edge_safety_basis,safety_score_0_1,crosswalk_mapping_strategy,crosswalk_mapping_warning,crosswalk_midpoint_road_distance_m,matched_road_id,road_name,road_class,local_method_risk_index,local_method_safety_index,local_method_risk_decile,traffic_speed_source,traffic_lanes_source,estimated_traffic_volume,traffic_speed_used_kmh,traffic_lanes_avg,crosswalk_count,traffic_signal_count,pedestrian_accident_hybrid_weight
217334,92116.0,172.0,208.911,1011,case_D_crosswalk,0.7192808294727554,max_risk_intersecting_road,,49.40851884745824,5826447461_1835221096_0,,secondary,-0.2909482447046315,0.2909482447046315,8,,road_class_default,480.0,,,0,0,0.25
20751,92121.0,2.0,235.458,1011,case_D_crosswalk,0.7192808294727554,max_risk_intersecting_road,,51.29667470732772,5826447461_1835221096_0,,secondary,-0.2909482447046315,0.2909482447046315,8,,road_class_default,480.0,,,0,0,0.25
16280,112406.0,67573.0,150.706,1111,case_D_crosswalk,0.7413412750937569,max_risk_intersecting_road,,46.60386675901981,4370539520_4370539522_0,문성로28길,living_street,-0.1384687153791715,0.1384687153791715,8,,road_class_default,30.0,,,0,0,0.0
62877,214149.0,214148.0,21.796,1000,case_D_crosswalk,0.8550261048606516,max_risk_within_20m,,18.751125652551927,2822474470_13700931853_0,관천로,secondary,1.5356488311299374,-1.5356488311299374,9,,road_class_default,480.0,,,2,0,1.166667
84362,113768.0,113766.0,36.033,1000,case_D_crosswalk,0.8591072873005368,nearest_within_80m,,57.771464658309576,13234700565_5553494545_0,원신길,tertiary,1.6322577171501167,-1.6322577171501167,9,,road_class_default,260.0,,,1,0,0.0
228742,113765.0,113768.0,21.978,1000,case_D_crosswalk,0.8591072873005368,nearest_within_80m,,47.976180209636986,13234700565_5553494545_0,원신길,tertiary,1.6322577171501167,-1.6322577171501167,9,,road_class_default,260.0,,,1,0,0.0
85422,83925.0,116825.0,213.341,1000,case_D_crosswalk,0.8932642106037209,max_risk_intersecting_road,,47.81567859251627,5235882981_2618197768_0,강남순환로,trunk,2.3354691503103324,-2.3354691503103324,9,weekday_08_09,topis_observed,7280.0,73.97631818181819,3.2,0,0,0.0
66331,116909.0,117008.0,219.212,1000,case_D_crosswalk,0.8932642106037209,nearest_within_80m,,78.48653677433757,5235882981_2618197768_0,강남순환로,trunk,2.3354691503103324,-2.3354691503103324,9,weekday_08_09,topis_observed,7280.0,73.97631818181819,3.2,0,0,0.0
232350,116824.0,116909.0,309.664,1000,case_D_crosswalk,0.8932642106037209,max_risk_intersecting_road,,78.93549522301213,5235882981_2618197768_0,강남순환로,trunk,2.3354691503103324,-2.3354691503103324,9,weekday_08_09,topis_observed,7280.0,73.97631818181819,3.2,0,0,0.0
37862,116904.0,117010.0,459.94,1000,case_D_crosswalk,0.8932642106037209,max_risk_intersecting_road,,5.351166773714644,5235882981_2618197768_0,강남순환로,trunk,2.3354691503103324,-2.3354691503103324,9,weekday_08_09,topis_observed,7280.0,73.97631818181819,3.2,0,0,0.0
211211,214147.0,214148.0,119.624,1011,case_D_crosswalk,0.8977866019560262,max_risk_intersecting_road,,25.56820058350664,5403582192_5404739701_0,남부순환로,primary,2.395073607866327,-2.395073607866327,9,weekday_08_09,topis_observed,1755.0,24.35756818181818,3.9,0,2,0.0
257539,214149.0,214146.0,118.431,1011,case_D_crosswalk,0.900727994705493,max_risk_intersecting_road,,26.85338230000425,5404739701_7492316458_0,남부순환로,primary,2.505029785818312,-2.505029785818312,10,weekday_08_09,topis_observed,1755.0,24.35756818181818,3.9,0,2,0.0
249950,115538.0,67832.0,48.173,1000,case_D_crosswalk,0.9256930656665932,nearest_within_80m,,32.28339736746155,2055467288_7413201171_0,낙성대로,residential,3.702923553088276,-3.702923553088276,10,,road_class_default,80.0,,,3,4,0.0
217156,67832.0,67831.0,20.105,1000,case_D_crosswalk,0.9256930656665932,nearest_within_80m,,36.749025949851,2055467288_7413201171_0,낙성대로,residential,3.702923553088276,-3.702923553088276,10,,road_class_default,80.0,,,3,4,0.0
116832,67831.0,115534.0,10.327,1000,case_D_crosswalk,0.9256930656665932,nearest_within_80m,,21.53998661834004,2055467288_7413201171_0,낙성대로,residential,3.702923553088276,-3.702923553088276,10,,road_class_default,80.0,,,3,4,0.0
75703,67831.0,67829.0,114.175,1000,case_D_crosswalk,0.9424590043385545,nearest_within_80m,,25.360526362563352,7413201171_1789842696_0,낙성대로,residential,4.457957847113706,-4.457957847113706,10,,road_class_default,80.0,,,4,8,0.0
