LINK_ID,ROAD_NAME,ROAD_RANK,LENGTH,도로코드,보행안전지수,intersection_length_m,accident_count_link
2260031200,고천공업로,107,33.77638098795,2107,-0.110259849,0.5314006145048451,0
2007022400,과천의왕간고속도로,106,286.541585051298,592,-7.407892714,0.5185939168147324,1
2260017700,고산로,107,44.062937074304,450,23.67008483,0.5070222756296225,0
2090042800,포일로,107,102.08544085303,2071,-1.070273927,0.4905525034599173,0
2260101200,봇들2길,107,49.009397937524,569,-6.012142241,0.4902763754663843,0
2260123702,왕곡로,107,210.977051086644,500,-4.05020779,0.44958152854974764,0
2260028301,청계로,107,254.847772924493,2139,-5.957284151,0.445740318914879,0
2260041400,-,107,78.465617557853,2143,-9.874605199,0.4296775331809103,0
2090175100,-,107,90.439434260101,529,-2.234039987,0.41371925428980144,0
2260129901,장안남북로,107,2.50092886613,499,-10.64285814,0.4092812429064202,0
2260157100,영동고속도로,101,328.786117026281,2003,29.01820566,0.408903225930047,1
2260005102,경수대로,103,32.70581467143,2116,-14.85744376,0.39409771397033483,0
2260017600,고산로,107,44.171166160994,2090,3.852068806,0.3883424464480666,0
2260059300,인덕원초교3로,107,225.998917323483,567,2.529185797,0.33617411259026236,0
2260043502,철도박물관로,107,15.352397475893,2233,-6.549494808,0.2914323405846512,0
2260033105,효행로,107,35.93568272236,29,29.75644839,0.23686571495941505,0
2260129500,장안중앙로,107,70.007349711096,498,4.938114718,0.22826052906244254,0
2007022100,덕영대로,107,63.889123397562,2262,-13.73536027,0.1975161567920337,0
2260022700,고산로151번길,107,153.588768351991,515,3.751440416,0.18569294958952307,0
2260006701,경수대로,103,94.007447097481,2022,-15.37857418,0.17574949527421804,4
2260136102,백운호수로1길,107,81.608086341115,545,2.412514179,0.1740604180067618,0
2090042901,포일로,107,41.810121495179,2071,-1.070273927,0.16838271993017612,0
